ticker,date,B&H,Opt Stp,Stress,StressVol,,date, B&H , Opt Stp , Stress , StressVol , B&H , Opt Stp , Stress , StressVol 
BIIB,1/29/19,-110.0800171,-25.75,-107.6000061,-25.75,,1/29/19," $1,157 "," $1,276 "," $1,245 "," $1,317 ",-8.687%,-1.977%,-7.956%,-1.917%
ILMN,1/29/19,33.01556396,23.24902344,33.01556396,33.01556396,,1/29/19," $1,190 "," $1,300 "," $1,278 "," $1,350 ",2.853%,1.821%,2.652%,2.506%
MMM,1/29/19,-3.280548096,6.425689697,8.529693604,6.425689697,,1/29/19," $1,187 "," $1,306 "," $1,286 "," $1,357 ",-0.276%,0.494%,0.668%,0.476%
BA,1/30/19,-10.08016968,21.8243103,48.49502563,31.43417358,,1/30/19," $1,177 "," $1,328 "," $1,335 "," $1,388 ",-0.849%,1.671%,3.770%,2.317%
BEN,1/30/19,4.950675964,1.115804672,2.640211105,1.618700027,,1/30/19," $1,182 "," $1,329 "," $1,337 "," $1,390 ",0.421%,0.084%,0.198%,0.117%
CHRW,1/30/19,-4.829948425,4.108139038,-4.829948425,3.725166321,,1/30/19," $1,177 "," $1,333 "," $1,333 "," $1,394 ",-0.409%,0.309%,-0.361%,0.268%
BAX,1/31/19,3.584129333,3.820411682,3.584129333,8.183006287,,1/31/19," $1,180 "," $1,337 "," $1,336 "," $1,402 ",0.305%,0.287%,0.269%,0.587%
CHTR,1/31/19,40.14001465,18.01000977,39.1000061,18.71002197,,1/31/19," $1,221 "," $1,355 "," $1,375 "," $1,421 ",3.401%,1.347%,2.926%,1.335%
CMS,1/31/19,2.246482849,1.766326904,3.506912231,1.766326904,,1/31/19," $1,223 "," $1,357 "," $1,379 "," $1,422 ",0.184%,0.130%,0.255%,0.124%
IP,1/31/19,-1.036437988,-2.198722839,-1.872982025,-1.872982025,,1/31/19," $1,222 "," $1,355 "," $1,377 "," $1,420 ",-0.085%,-0.162%,-0.136%,-0.132%
XEL,1/31/19,3.428203583,2.056999207,3.136512756,1.478992462,,1/31/19," $1,225 "," $1,357 "," $1,380 "," $1,422 ",0.281%,0.152%,0.228%,0.104%
XYL,1/31/19,7.992164612,4.950973511,6.856422424,4.950973511,,1/31/19," $1,233 "," $1,362 "," $1,387 "," $1,427 ",0.652%,0.365%,0.497%,0.348%
D,2/1/19,5.339927673,1.756271362,2.654098511,1.338863373,,2/1/19," $1,239 "," $1,363 "," $1,390 "," $1,428 ",0.433%,0.129%,0.191%,0.094%
LYB,2/1/19,0.116737366,0.116737366,0.116737366,0.116737366,,2/1/19," $1,239 "," $1,364 "," $1,390 "," $1,428 ",0.009%,0.009%,0.008%,0.008%
BDX,2/5/19,-10.75547791,10.81343079,-10.75547791,10.81343079,,2/5/19," $1,228 "," $1,374 "," $1,379 "," $1,439 ",-0.868%,0.793%,-0.774%,0.757%
EL,2/5/19,17.67355347,7.200531006,15.53736877,7.928359985,,2/5/19," $1,246 "," $1,382 "," $1,395 "," $1,447 ",1.439%,0.524%,1.127%,0.551%
PARA,2/5/19,-0.29302597,-3.965274811,-0.29302597,-0.29302597,,2/5/19," $1,245 "," $1,378 "," $1,394 "," $1,447 ",-0.024%,-0.287%,-0.021%,-0.020%
FTV,2/7/19,11.00294876,4.926265717,6.719455719,3.600589752,,2/7/19," $1,256 "," $1,382 "," $1,401 "," $1,450 ",0.884%,0.358%,0.482%,0.249%
K,2/7/19,1.619140625,3.881137848,3.881137848,3.183952332,,2/7/19," $1,258 "," $1,386 "," $1,405 "," $1,454 ",0.129%,0.281%,0.277%,0.220%
PM,2/7/19,6.500209808,6.117530823,6.500209808,11.17498398,,2/7/19," $1,264 "," $1,392 "," $1,411 "," $1,465 ",0.517%,0.441%,0.463%,0.769%
HAS,2/8/19,9.302375793,9.302375793,9.302375793,9.302375793,,2/8/19," $1,274 "," $1,402 "," $1,421 "," $1,474 ",0.736%,0.668%,0.659%,0.635%
VTR,2/8/19,-2.339134216,-2.986042023,-2.339134216,-2.986042023,,2/8/19," $1,271 "," $1,399 "," $1,418 "," $1,471 ",-0.184%,-0.213%,-0.165%,-0.203%
FIS,2/12/19,8.819412231,3.587562561,4.512428284,2.151000977,,2/12/19," $1,280 "," $1,402 "," $1,423 "," $1,473 ",0.694%,0.256%,0.318%,0.146%
TAP,2/12/19,0.486896515,3.266292572,0.486896515,3.266292572,,2/12/19," $1,281 "," $1,406 "," $1,423 "," $1,476 ",0.038%,0.233%,0.034%,0.222%
FRT,2/14/19,-0.19228363,4.479507446,-0.19228363,4.479507446,,2/14/19," $1,280 "," $1,410 "," $1,423 "," $1,481 ",-0.015%,0.319%,-0.014%,0.303%
PPL,2/14/19,0.456110001,0.846376419,0.675550461,0.489192963,,2/14/19," $1,281 "," $1,411 "," $1,424 "," $1,481 ",0.036%,0.060%,0.047%,0.033%
CVS,2/20/19,-5.36856842,-4.843471527,-6.994255066,-4.843471527,,2/20/19," $1,276 "," $1,406 "," $1,417 "," $1,477 ",-0.419%,-0.343%,-0.491%,-0.327%
DVN,2/20/19,1.242195129,3.737766266,3.737766266,-2.668672562,,2/20/19," $1,277 "," $1,410 "," $1,421 "," $1,474 ",0.097%,0.266%,0.264%,-0.181%
NCLH,2/21/19,2.069999695,4.040000916,2.069999695,4.040000916,,2/21/19," $1,279 "," $1,414 "," $1,423 "," $1,478 ",0.162%,0.287%,0.146%,0.274%
EVRG,2/22/19,1.575580597,1.403369904,1.723175049,1.091777802,,2/22/19," $1,280 "," $1,415 "," $1,424 "," $1,479 ",0.123%,0.099%,0.121%,0.074%
PNW,2/22/19,1.281677246,2.800994873,2.800994873,1.376495361,,2/22/19," $1,282 "," $1,418 "," $1,427 "," $1,480 ",0.100%,0.198%,0.197%,0.093%
MOS,2/26/19,-7.5533638,-3.232507706,-3.232507706,-2.020446777,,2/26/19," $1,274 "," $1,415 "," $1,424 "," $1,478 ",-0.589%,-0.228%,-0.227%,-0.136%
CPB,2/27/19,5.12352562,1.941831589,2.757230759,1.706453323,,2/27/19," $1,279 "," $1,417 "," $1,427 "," $1,480 ",0.402%,0.137%,0.194%,0.115%
DOC,2/27/19,-0.660133362,-1.265909195,-0.660133362,0.830993652,,2/27/19," $1,279 "," $1,416 "," $1,426 "," $1,481 ",-0.052%,-0.089%,-0.046%,0.056%
MNST,2/27/19,-0.375,2.545000076,2.545000076,2.545000076,,2/27/19," $1,278 "," $1,418 "," $1,429 "," $1,483 ",-0.029%,0.180%,0.178%,0.172%
PSA,2/27/19,15.38157654,7.339920044,7.339920044,7.339920044,,2/27/19," $1,294 "," $1,425 "," $1,436 "," $1,491 ",1.203%,0.518%,0.514%,0.495%
XRAY,3/1/19,5.64276123,5.64276123,5.64276123,5.64276123,,3/1/19," $1,299 "," $1,431 "," $1,441 "," $1,496 ",0.436%,0.396%,0.393%,0.379%
MKC,3/26/19,5.044441223,4.451248169,5.044441223,3.862632751,,3/26/19," $1,304 "," $1,436 "," $1,447 "," $1,500 ",0.388%,0.311%,0.350%,0.258%
LW,4/2/19,-9.826076508,-3.774269104,-6.296703339,-3.774269104,,4/2/19," $1,294 "," $1,432 "," $1,440 "," $1,497 ",-0.753%,-0.263%,-0.435%,-0.252%
WBA,4/2/19,-0.296661377,-0.296661377,-0.296661377,-4.383415222,,4/2/19," $1,294 "," $1,431 "," $1,440 "," $1,492 ",-0.023%,-0.021%,-0.021%,-0.293%
TXT,4/17/19,-5.290901184,-3.365177155,-5.549064636,-3.365177155,,4/17/19," $1,289 "," $1,428 "," $1,434 "," $1,489 ",-0.409%,-0.235%,-0.385%,-0.226%
PM,4/18/19,3.387657166,3.387657166,3.387657166,3.387657166,,4/18/19," $1,292 "," $1,431 "," $1,438 "," $1,492 ",0.263%,0.237%,0.236%,0.228%
TFC,4/18/19,1.675228119,1.675228119,1.675228119,1.675228119,,4/18/19," $1,294 "," $1,433 "," $1,439 "," $1,494 ",0.130%,0.117%,0.117%,0.112%
HAS,4/23/19,16.07923126,3.969589233,8.036643982,4.942695618,,4/23/19," $1,310 "," $1,437 "," $1,448 "," $1,499 ",1.243%,0.277%,0.558%,0.331%
BA,4/24/19,-11.67358398,-11.67358398,-11.67358398,-35.30505371,,4/24/19," $1,298 "," $1,425 "," $1,436 "," $1,463 ",-0.891%,-0.812%,-0.806%,-2.356%
BIIB,4/24/19,19.48001099,19.48001099,19.48001099,19.48001099,,4/24/19," $1,318 "," $1,445 "," $1,455 "," $1,483 ",1.500%,1.367%,1.357%,1.331%
SWK,4/24/19,5.661483765,-8.92779541,-14.50115204,-8.92779541,,4/24/19," $1,324 "," $1,436 "," $1,441 "," $1,474 ",0.430%,-0.618%,-0.996%,-0.602%
BAX,4/25/19,8.319839478,5.476043701,8.319839478,5.922645569,,4/25/19," $1,332 "," $1,441 "," $1,449 "," $1,480 ",0.629%,0.381%,0.577%,0.402%
CMS,4/25/19,3.092433929,2.021751404,3.895450592,2.565727234,,4/25/19," $1,335 "," $1,444 "," $1,453 "," $1,483 ",0.232%,0.140%,0.269%,0.173%
FTV,4/25/19,-4.844642639,-6.920722961,-9.001029968,-5.970664978,,4/25/19," $1,330 "," $1,437 "," $1,444 "," $1,477 ",-0.363%,-0.479%,-0.619%,-0.403%
ILMN,4/25/19,-14.387146,-17.83071899,-14.387146,57.02334595,,4/25/19," $1,316 "," $1,419 "," $1,430 "," $1,534 ",-1.082%,-1.241%,-0.996%,3.862%
IP,4/25/19,0.737640381,-1.853713989,-1.724935532,1.16229248,,4/25/19," $1,316 "," $1,417 "," $1,428 "," $1,535 ",0.056%,-0.131%,-0.121%,0.076%
LUV,4/25/19,1.675327301,-3.592151642,-3.592151642,-2.189411163,,4/25/19," $1,318 "," $1,413 "," $1,424 "," $1,533 ",0.127%,-0.254%,-0.252%,-0.143%
MMM,4/25/19,-7.442504883,-7.801757813,-12.71819305,-7.801757813,,4/25/19," $1,311 "," $1,406 "," $1,412 "," $1,525 ",-0.565%,-0.552%,-0.893%,-0.509%
XEL,4/25/19,4.440086365,2.65397644,4.440086365,3.810836792,,4/25/19," $1,315 "," $1,408 "," $1,416 "," $1,529 ",0.339%,0.189%,0.315%,0.250%
AAL,4/26/19,-1.281419754,-1.984048843,-4.190896988,-3.013250351,,4/26/19," $1,314 "," $1,406 "," $1,412 "," $1,526 ",-0.097%,-0.141%,-0.296%,-0.197%
BEN,4/26/19,-0.809217453,-1.893001556,-0.809217453,-1.893001556,,4/26/19," $1,313 "," $1,404 "," $1,411 "," $1,524 ",-0.062%,-0.135%,-0.057%,-0.124%
LYB,4/26/19,-7.954223633,-3.485752106,-7.381580353,-4.41576004,,4/26/19," $1,305 "," $1,401 "," $1,404 "," $1,519 ",-0.606%,-0.248%,-0.523%,-0.290%
VTR,4/26/19,5.78578186,2.284107208,4.296684265,2.89906311,,4/26/19," $1,311 "," $1,403 "," $1,408 "," $1,522 ",0.443%,0.163%,0.306%,0.191%
CHTR,4/30/19,27.6000061,30.48999023,27.6000061,30.48999023,,4/30/19," $1,338 "," $1,434 "," $1,436 "," $1,553 ",2.106%,2.173%,1.960%,2.003%
FIS,4/30/19,13.93635559,4.062133789,6.997947693,2.874305725,,4/30/19," $1,352 "," $1,438 "," $1,443 "," $1,556 ",1.041%,0.283%,0.487%,0.185%
CHRW,5/1/19,3.080841064,2.939933777,3.468345642,2.3543396,,5/1/19," $1,355 "," $1,441 "," $1,446 "," $1,558 ",0.228%,0.204%,0.240%,0.151%
CVS,5/1/19,1.120792389,1.120792389,-4.300075531,-3.000648499,,5/1/19," $1,357 "," $1,442 "," $1,442 "," $1,555 ",0.083%,0.078%,-0.297%,-0.193%
DOC,5/1/19,3.559551239,1.08694458,1.865234375,1.08694458,,5/1/19," $1,360 "," $1,443 "," $1,444 "," $1,556 ",0.262%,0.075%,0.129%,0.070%
DVN,5/1/19,-5.708511353,-3.510334015,-3.510334015,-1.443218231,,5/1/19," $1,354 "," $1,439 "," $1,440 "," $1,555 ",-0.420%,-0.243%,-0.243%,-0.093%
EL,5/1/19,30.13349915,16.06956482,30.13349915,15.33036804,,5/1/19," $1,385 "," $1,455 "," $1,470 "," $1,570 ",2.225%,1.117%,2.092%,0.986%
PNW,5/1/19,-0.442939758,3.77481842,-0.442939758,3.77481842,,5/1/19," $1,384 "," $1,459 "," $1,470 "," $1,574 ",-0.032%,0.259%,-0.030%,0.240%
TAP,5/1/19,-4.356105804,-3.421451569,-3.421451569,-3.421451569,,5/1/19," $1,380 "," $1,456 "," $1,466 "," $1,570 ",-0.315%,-0.234%,-0.233%,-0.217%
K,5/2/19,5.377277374,-2.184532166,-2.184532166,-2.184532166,,5/2/19," $1,385 "," $1,454 "," $1,464 "," $1,568 ",0.390%,-0.150%,-0.149%,-0.139%
MNST,5/2/19,1.199998856,2.559999466,3.964998245,2.559999466,,5/2/19," $1,386 "," $1,456 "," $1,468 "," $1,571 ",0.087%,0.176%,0.271%,0.163%
PPL,5/2/19,-0.59551239,1.125946045,-0.59551239,-0.59551239,,5/2/19," $1,386 "," $1,457 "," $1,468 "," $1,570 ",-0.043%,0.077%,-0.041%,-0.038%
PSA,5/2/19,14.37269592,7.519958496,14.37269592,18.28111267,,5/2/19," $1,400 "," $1,465 "," $1,482 "," $1,588 ",1.037%,0.516%,0.979%,1.164%
XYL,5/2/19,-0.445281982,-0.445281982,-0.445281982,-5.134376526,,5/2/19," $1,400 "," $1,464 "," $1,481 "," $1,583 ",-0.032%,-0.030%,-0.030%,-0.323%
D,5/3/19,-1.284446716,-2.775032043,-2.775032043,-2.3763237,,5/3/19," $1,398 "," $1,461 "," $1,479 "," $1,581 ",-0.092%,-0.190%,-0.187%,-0.150%
FRT,5/3/19,0.261543274,0.261543274,0.261543274,0.261543274,,5/3/19," $1,399 "," $1,462 "," $1,479 "," $1,581 ",0.019%,0.018%,0.018%,0.017%
XRAY,5/3/19,-2.046813965,-2.046813965,-2.046813965,-2.046813965,,5/3/19," $1,397 "," $1,460 "," $1,477 "," $1,579 ",-0.146%,-0.140%,-0.138%,-0.129%
MOS,5/7/19,-1.093109131,-1.093109131,-1.093109131,-1.508140564,,5/7/19," $1,396 "," $1,459 "," $1,476 "," $1,577 ",-0.078%,-0.075%,-0.074%,-0.096%
BDX,5/9/19,11.90037537,10.14433289,20.88078308,14.61175537,,5/9/19," $1,407 "," $1,469 "," $1,497 "," $1,592 ",0.853%,0.695%,1.415%,0.926%
EVRG,5/9/19,4.505527496,0.967605591,1.188999176,0.967605591,,5/9/19," $1,412 "," $1,470 "," $1,498 "," $1,593 ",0.320%,0.066%,0.079%,0.061%
NCLH,5/9/19,-8.990001678,-5.209999084,-9.670001984,-5.209999084,,5/9/19," $1,403 "," $1,465 "," $1,488 "," $1,588 ",-0.637%,-0.354%,-0.646%,-0.327%
PARA,5/10/19,1.492809296,-1.771007538,-2.231136322,-1.771007538,,5/10/19," $1,404 "," $1,463 "," $1,486 "," $1,586 ",0.106%,-0.121%,-0.150%,-0.112%
VFC,5/22/19,4.027511597,4.027511597,4.027511597,-2.656364441,,5/22/19," $1,408 "," $1,467 "," $1,490 "," $1,583 ",0.287%,0.275%,0.271%,-0.167%
CPB,6/5/19,2.929176331,-1.848934174,2.929176331,2.929176331,,6/5/19," $1,411 "," $1,465 "," $1,493 "," $1,586 ",0.208%,-0.126%,0.197%,0.185%
MKC,6/27/19,5.324180603,3.744377136,2.961387634,2.961387634,,6/27/19," $1,417 "," $1,469 "," $1,496 "," $1,589 ",0.377%,0.256%,0.198%,0.187%
WBA,6/27/19,1.412921906,1.412921906,1.412921906,-4.126205444,,6/27/19," $1,418 "," $1,470 "," $1,497 "," $1,585 ",0.100%,0.096%,0.094%,-0.260%
CMA,7/17/19,-2.356613159,3.021713257,2.4765625,1.604312897,,7/17/19," $1,416 "," $1,473 "," $1,500 "," $1,587 ",-0.166%,0.206%,0.165%,0.101%
TXT,7/17/19,-1.103656769,2.154994965,-5.660598755,2.154994965,,7/17/19," $1,415 "," $1,475 "," $1,494 "," $1,589 ",-0.078%,0.146%,-0.377%,0.136%
PM,7/18/19,-4.949863434,-3.102657318,-2.03565979,-2.03565979,,7/18/19," $1,410 "," $1,472 "," $1,492 "," $1,587 ",-0.350%,-0.210%,-0.136%,-0.128%
TFC,7/18/19,1.536258698,-1.119800568,-2.927482605,-1.119800568,,7/18/19," $1,411 "," $1,471 "," $1,489 "," $1,586 ",0.109%,-0.076%,-0.196%,-0.071%
BIIB,7/23/19,37.98999023,-20.12001038,-12.91999817,-12.91999817,,7/23/19," $1,449 "," $1,451 "," $1,476 "," $1,573 ",2.692%,-1.368%,-0.868%,-0.815%
HAS,7/23/19,-15.58630371,-12.1492157,5.622314453,3.626228333,,7/23/19," $1,434 "," $1,439 "," $1,482 "," $1,576 ",-1.075%,-0.837%,0.381%,0.231%
LW,7/23/19,9.28395462,4.162570953,6.248699188,3.635169983,,7/23/19," $1,443 "," $1,443 "," $1,488 "," $1,580 ",0.648%,0.289%,0.422%,0.231%
SWK,7/23/19,-3.923416138,-8.289428711,-8.289428711,-3.573944092,,7/23/19," $1,439 "," $1,435 "," $1,480 "," $1,577 ",-0.272%,-0.574%,-0.557%,-0.226%
BA,7/24/19,-18.47033691,-13.10238647,-13.10238647,-13.10238647,,7/24/19," $1,421 "," $1,422 "," $1,467 "," $1,563 ",-1.284%,-0.913%,-0.885%,-0.831%
AAL,7/25/19,-2.134162903,-1.810998917,-0.920345306,-0.920345306,,7/25/19," $1,418 "," $1,420 "," $1,466 "," $1,563 ",-0.150%,-0.127%,-0.063%,-0.059%
BAX,7/25/19,-5.358901978,-2.962295532,-2.962295532,-2.962295532,,7/25/19," $1,413 "," $1,417 "," $1,463 "," $1,560 ",-0.378%,-0.209%,-0.202%,-0.190%
CMS,7/25/19,5.972328186,2.165355682,3.895004272,2.165355682,,7/25/19," $1,419 "," $1,419 "," $1,467 "," $1,562 ",0.423%,0.153%,0.266%,0.139%
FTV,7/25/19,-8.376457214,-4.074264526,-2.746238708,-2.746238708,,7/25/19," $1,411 "," $1,415 "," $1,464 "," $1,559 ",-0.590%,-0.287%,-0.187%,-0.176%
IP,7/25/19,-1.316493988,-1.557811737,-1.557811737,-0.718990326,,7/25/19," $1,409 "," $1,413 "," $1,462 "," $1,558 ",-0.093%,-0.110%,-0.106%,-0.046%
LUV,7/25/19,1.503944397,-1.579296112,-1.579296112,-1.579296112,,7/25/19," $1,411 "," $1,412 "," $1,461 "," $1,557 ",0.107%,-0.112%,-0.108%,-0.101%
MMM,7/25/19,-10.01107025,-13.10510254,-9.103034973,-9.103034973,,7/25/19," $1,401 "," $1,399 "," $1,452 "," $1,548 ",-0.710%,-0.928%,-0.623%,-0.585%
CHTR,7/26/19,63.3999939,-23.76000977,-13.41000366,-13.41000366,,7/26/19," $1,464 "," $1,375 "," $1,438 "," $1,534 ",4.526%,-1.699%,-0.924%,-0.867%
VTR,7/26/19,-0.25176239,3.102218628,1.454162598,1.454162598,,7/26/19," $1,464 "," $1,378 "," $1,440 "," $1,536 ",-0.017%,0.226%,0.101%,0.095%
ILMN,7/29/19,10.78793335,-24.28988647,10.78793335,10.78793335,,7/29/19," $1,475 "," $1,354 "," $1,451 "," $1,546 ",0.737%,-1.763%,0.749%,0.703%
BEN,7/30/19,-4.585264206,-0.957717896,-0.957717896,-0.957717896,,7/30/19," $1,470 "," $1,353 "," $1,450 "," $1,545 ",-0.311%,-0.071%,-0.066%,-0.062%
CHRW,7/31/19,-5.443786621,3.079673767,3.079673767,-2.404197693,,7/31/19," $1,465 "," $1,356 "," $1,453 "," $1,543 ",-0.370%,0.228%,0.212%,-0.156%
D,7/31/19,8.035057068,1.307289124,1.307289124,1.307289124,,7/31/19," $1,473 "," $1,357 "," $1,454 "," $1,544 ",0.549%,0.096%,0.090%,0.085%
PSA,7/31/19,-14.32246399,10.71380615,14.80839539,9.2734375,,7/31/19," $1,458 "," $1,368 "," $1,469 "," $1,554 ",-0.972%,0.789%,1.018%,0.600%
TAP,7/31/19,-0.348022461,-3.013038635,4.231433868,-3.013038635,,7/31/19," $1,458 "," $1,365 "," $1,473 "," $1,551 ",-0.024%,-0.220%,0.288%,-0.194%
K,8/1/19,-0.145347595,-1.472179413,-0.145347595,-0.145347595,,8/1/19," $1,458 "," $1,363 "," $1,473 "," $1,550 ",-0.010%,-0.108%,-0.010%,-0.009%
XEL,8/1/19,3.616847992,2.172225952,3.616847992,1.930858612,,8/1/19," $1,462 "," $1,365 "," $1,477 "," $1,552 ",0.248%,0.159%,0.246%,0.125%
XYL,8/1/19,-1.556587219,-3.964523315,-3.964523315,-1.205368042,,8/1/19," $1,460 "," $1,362 "," $1,473 "," $1,551 ",-0.107%,-0.290%,-0.269%,-0.078%
FRT,8/2/19,3.897491455,-4.0650177,-4.0650177,-4.0650177,,8/2/19," $1,464 "," $1,357 "," $1,468 "," $1,547 ",0.267%,-0.299%,-0.276%,-0.262%
LYB,8/2/19,13.91059113,-5.275569916,7.975723267,-5.275569916,,8/2/19," $1,478 "," $1,352 "," $1,476 "," $1,542 ",0.950%,-0.389%,0.543%,-0.341%
XRAY,8/2/19,4.136573792,3.222408295,-2.756168365,-1.975418091,,8/2/19," $1,482 "," $1,355 "," $1,474 "," $1,540 ",0.280%,0.238%,-0.187%,-0.128%
BDX,8/6/19,4.80140686,11.10951233,8.580078125,8.580078125,,8/6/19," $1,487 "," $1,367 "," $1,482 "," $1,548 ",0.324%,0.820%,0.582%,0.557%
FIS,8/6/19,1.476242065,6.720230103,3.237327576,3.237327576,,8/6/19," $1,488 "," $1,373 "," $1,486 "," $1,552 ",0.099%,0.492%,0.218%,0.209%
MOS,8/6/19,-0.286916733,-2.206924438,-3.718387604,-2.206924438,,8/6/19," $1,488 "," $1,371 "," $1,482 "," $1,549 ",-0.019%,-0.161%,-0.250%,-0.142%
PPL,8/6/19,3.548069,0.662885666,1.907470703,1.269016266,,8/6/19," $1,491 "," $1,372 "," $1,484 "," $1,551 ",0.238%,0.048%,0.129%,0.082%
CVS,8/7/19,11.51231384,1.492229462,0.793552399,0.793552399,,8/7/19," $1,503 "," $1,373 "," $1,485 "," $1,552 ",0.772%,0.109%,0.053%,0.051%
DOC,8/7/19,0.924730301,1.455104828,1.455104828,0.612258911,,8/7/19," $1,504 "," $1,375 "," $1,486 "," $1,552 ",0.062%,0.106%,0.098%,0.039%
DVN,8/7/19,-1.508771896,3.063928604,3.063928604,-1.606746674,,8/7/19," $1,502 "," $1,378 "," $1,489 "," $1,551 ",-0.100%,0.223%,0.206%,-0.104%
MNST,8/7/19,-1.875,-2.13999939,-1.954999924,-1.954999924,,8/7/19," $1,501 "," $1,376 "," $1,487 "," $1,549 ",-0.125%,-0.155%,-0.131%,-0.126%
EVRG,8/8/19,1.11869812,1.96749115,1.96749115,1.496292114,,8/8/19," $1,502 "," $1,378 "," $1,489 "," $1,550 ",0.075%,0.143%,0.132%,0.097%
NCLH,8/8/19,3.620002747,3.710002899,1.840000153,1.230003357,,8/8/19," $1,505 "," $1,381 "," $1,491 "," $1,551 ",0.241%,0.269%,0.124%,0.079%
PARA,8/8/19,-11.35765839,-1.664340973,-1.664340973,-1.664340973,,8/8/19," $1,494 "," $1,380 "," $1,489 "," $1,550 ",-0.755%,-0.120%,-0.112%,-0.107%
PNW,8/8/19,-3.434013367,1.772605896,2.39868927,1.772605896,,8/8/19," $1,490 "," $1,381 "," $1,492 "," $1,551 ",-0.230%,0.128%,0.161%,0.114%
EL,8/19/19,-14.20010376,-9.385040283,-11.5218811,-8.235900879,,8/19/19," $1,476 "," $1,372 "," $1,480 "," $1,543 ",-0.953%,-0.679%,-0.772%,-0.531%
CPB,8/30/19,3.280723572,1.839046478,1.419914246,1.419914246,,8/30/19," $1,480 "," $1,374 "," $1,482 "," $1,545 ",0.222%,0.134%,0.096%,0.092%
MKC,10/1/19,0.128593445,-2.472587585,-3.639640808,-2.472587585,,10/1/19," $1,480 "," $1,371 "," $1,478 "," $1,542 ",0.009%,-0.180%,-0.246%,-0.160%
LW,10/2/19,19.21808624,4.256843567,10.59765625,6.904518127,,10/2/19," $1,499 "," $1,376 "," $1,488 "," $1,549 ",1.299%,0.310%,0.717%,0.448%
CMA,10/16/19,1.150836945,3.619319916,1.150836945,4.9490242,,10/16/19," $1,500 "," $1,379 "," $1,490 "," $1,554 ",0.077%,0.263%,0.077%,0.319%
PM,10/17/19,5.784168243,3.546222687,4.923145294,3.34620285,,10/17/19," $1,506 "," $1,383 "," $1,495 "," $1,557 ",0.386%,0.257%,0.330%,0.215%
TFC,10/17/19,0.095355988,2.358318329,3.792179108,2.358318329,,10/17/19," $1,506 "," $1,385 "," $1,498 "," $1,560 ",0.006%,0.171%,0.254%,0.151%
BIIB,10/22/19,-4.339996338,13.67001343,20.73999023,13.67001343,,10/22/19," $1,502 "," $1,399 "," $1,519 "," $1,573 ",-0.288%,0.987%,1.384%,0.876%
HAS,10/22/19,1.197357178,5.410140991,1.197357178,5.410140991,,10/22/19," $1,503 "," $1,404 "," $1,520 "," $1,579 ",0.080%,0.387%,0.079%,0.344%
BA,10/23/19,-16.40682983,17.58218384,32.95947266,28.26739502,,10/23/19," $1,486 "," $1,422 "," $1,553 "," $1,607 ",-1.092%,1.252%,2.168%,1.790%
AAL,10/24/19,-0.513080597,-0.513080597,-0.513080597,-0.513080597,,10/24/19," $1,486 "," $1,421 "," $1,553 "," $1,607 ",-0.035%,-0.036%,-0.033%,-0.032%
BAX,10/24/19,1.690551758,2.366706848,3.088607788,-2.010345459,,10/24/19," $1,488 "," $1,424 "," $1,556 "," $1,605 ",0.114%,0.167%,0.199%,-0.125%
CMS,10/24/19,3.503158569,-2.915023804,3.503158569,-2.915023804,,10/24/19," $1,491 "," $1,421 "," $1,559 "," $1,602 ",0.235%,-0.205%,0.225%,-0.182%
FTV,10/24/19,5.24817276,5.018180847,5.24817276,4.443210602,,10/24/19," $1,496 "," $1,426 "," $1,565 "," $1,606 ",0.352%,0.353%,0.337%,0.277%
ILMN,10/24/19,-2.140075684,-2.140075684,-2.140075684,-2.140075684,,10/24/19," $1,494 "," $1,424 "," $1,562 "," $1,604 ",-0.143%,-0.150%,-0.137%,-0.133%
LUV,10/24/19,-0.677547455,1.861808777,-0.677547455,1.861808777,,10/24/19," $1,493 "," $1,425 "," $1,562 "," $1,606 ",-0.045%,0.131%,-0.043%,0.116%
SWK,10/24/19,15.03225708,6.770217896,10.4598999,6.770217896,,10/24/19," $1,509 "," $1,432 "," $1,572 "," $1,613 ",1.007%,0.475%,0.670%,0.422%
XEL,10/24/19,4.046871185,-1.821849823,-2.507198334,-1.821849823,,10/24/19," $1,513 "," $1,430 "," $1,570 "," $1,611 ",0.268%,-0.127%,-0.159%,-0.113%
BEN,10/25/19,-1.085372925,-1.085372925,-2.36300087,-1.167842865,,10/25/19," $1,511 "," $1,429 "," $1,567 "," $1,610 ",-0.072%,-0.076%,-0.151%,-0.073%
CHTR,10/25/19,55.27001953,18.66998291,45.08999634,23.54000854,,10/25/19," $1,567 "," $1,448 "," $1,612 "," $1,633 ",3.657%,1.306%,2.877%,1.463%
VFC,10/25/19,1.450721741,4.14289093,6.074668884,4.14289093,,10/25/19," $1,568 "," $1,452 "," $1,618 "," $1,637 ",0.093%,0.286%,0.377%,0.254%
VTR,10/25/19,-2.233337402,-2.915481567,-4.524303436,-2.915481567,,10/25/19," $1,566 "," $1,449 "," $1,614 "," $1,634 ",-0.142%,-0.201%,-0.280%,-0.178%
WBA,10/28/19,0.355018616,3.06526947,3.06526947,1.257961273,,10/28/19," $1,566 "," $1,452 "," $1,617 "," $1,636 ",0.023%,0.212%,0.190%,0.077%
K,10/29/19,0.905727386,3.105869293,5.146579742,3.105869293,,10/29/19," $1,567 "," $1,455 "," $1,622 "," $1,639 ",0.058%,0.214%,0.318%,0.190%
